"","date","national_demand","wind_generation","solar_generation","min_temp","max_temp","rain_mm","wind_speed","average_price_daily"
"897",2022-11-14,35087,1605,0,9,11,0.2,12,11.362
"898",2022-11-15,35862,1439,0,7,11,16,21,12.242
"899",2022-11-16,35829,1540,0,6,11,8.2,16,14.878
"900",2022-11-17,34304,3008,0,7,10,11.4,21,9.891
"901",2022-11-18,34029,1797,0,5,9,0.3,13,11.559
"902",2022-11-19,32697,2137,0,4,8,0,10,7.364
"903",2022-11-20,33611,1334,0,5,8,4.3,16,11.269
"904",2022-11-21,37262,2521,0,3,9,19.1,18,15.696
"905",2022-11-22,37320,655,0,5,8,4,17,12.936
"906",2022-11-23,35705,2859,0,6,10,8.9,22,14.208
"907",2022-11-24,35791,3067,0,7,11,2.9,23,17.303
"908",2022-11-25,34656,2341,0,6,9,0,14,13.539
"909",2022-11-26,29613,4087,0,7,11,3.3,20,12.532
"910",2022-11-27,33156,1888,0,7,12,2.3,13,17.147
"911",2022-11-28,37411,284,0,5,9,0,13,19.77
"912",2022-11-29,37534,541,0,4,6,0,5,34.247
"913",2022-11-30,38283,783,0,3,6,0,5,31.744
"914",2022-12-01,38652,641,0,3,7,0,4,37.78
"915",2022-12-02,37979,1360,0,2,6,0,9,29.403
"916",2022-12-03,35016,1573,0,3,6,0,12,25.603
"917",2022-12-04,35014,1947,0,4,6,0.7,14,29.559
"918",2022-12-05,39513,1479,0,4,6,0.1,15,28.49
"919",2022-12-06,39845,1481,0,2,5,0,10,35.711
"920",2022-12-07,41195,1360,0,0,4,0,9,31.666
"921",2022-12-08,42037,1222,0,-2,1,0,8,34.736
"922",2022-12-09,40311,788,0,-1,3,0,7,38.14
"923",2022-12-10,38090,674,0,-2,2,0,7,39.548
"924",2022-12-11,39657,304,0,-1,2,0.8,7,41.267
"925",2022-12-12,43564,599,0,-2,1,0,8,51.235
"926",2022-12-13,43040,1167,0,-1,1,0,12,49.342
"927",2022-12-14,42999,2012,0,-3,3,0,16,39.841
"928",2022-12-15,44414,968,0,-3,2,0,9,45.362
"929",2022-12-16,41342,1675,0,-4,1,0,7,35.012
"930",2022-12-17,38439,1494,0,0,2,0,14,28.524
"931",2022-12-18,37128,3343,0,-1,8,4.5,18,27.871
"932",2022-12-19,35913,3029,0,9,13,5.4,29,19.829
"933",2022-12-20,36986,2538,0,6,12,5,15,15.255
"934",2022-12-21,36333,2345,0,5,8,2,22,19.879
"935",2022-12-22,37516,628,0,5,10,2.8,15,19.793
"936",2022-12-23,33286,2754,0,7,10,11.6,17,16.648
"937",2022-12-24,29184,2776,0,6,9,0,18,10.712
"938",2022-12-25,24009,1773,0,6,9,0.6,23,10.766
"939",2022-12-26,28784,2600,0,3,8,0.3,22,4.986
"940",2022-12-27,31198,3042,0,3,9,2.7,24,9.919
"941",2022-12-28,31240,3504,0,5,11,4.6,26,7.102
"942",2022-12-29,33263,2793,0,5,7,0.6,27,12.433
"943",2022-12-30,31103,3889,0,6,12,1.5,31,3.601
"944",2022-12-31,29937,1978,0,8,11,7.1,19,14.748
"945",2023-01-01,30330,996,0,6,9,0.1,25,12.897
"946",2023-01-02,35292,1186,0,2,7,0,9,9.377
"947",2023-01-03,34949,3260,0,2,11,5.7,24,16.351
"948",2023-01-04,34588,3219,0,9,12,0.7,29,4.809
"949",2023-01-05,34003,3627,0,9,12,0.6,26,11.922
"950",2023-01-06,34542,2661,0,5,11,3.5,20,10.243
"951",2023-01-07,30686,3788,0,6,11,6.7,30,8.725
"952",2023-01-08,34680,2358,0,4,6,1.6,23,11.39
"953",2023-01-09,37512,3180,0,5,7,0,25,15.189
"954",2023-01-10,35860,4521,0,3,12,8.3,24,14.176
"955",2023-01-11,36715,3748,0,6,8,5.1,26,11.294
"956",2023-01-12,35809,4375,0,7,11,4.4,26,11.161
"957",2023-01-13,36163,2110,0,5,8,0.4,29,15.206
"958",2023-01-14,32173,4342,0,4,9,9.2,23,11.13
"959",2023-01-15,36209,974,0,3,6,0.2,24,13.154
"960",2023-01-16,41773,1389,0,-2,4,0.2,17,12.433
"961",2023-01-17,42571,2038,0,-2,3,0,15,15.741
"962",2023-01-18,41770,2224,0,0,4,0,20,16.88
"963",2023-01-19,41645,2148,0,-1,4,0,14,17.17
"964",2023-01-20,40880,971,0,-1,4,0,9,15.607
"965",2023-01-21,37832,1944,0,-1,4,0,7,15.645
"966",2023-01-22,38721,1311,0,-1,4,0,9,13.612
"967",2023-01-23,42035,989,0,0,4,0,6,14.513
"968",2023-01-24,41800,1132,0,-1,5,0,5,14.288
"969",2023-01-25,40823,2081,0,2,8,0.6,12,17.876
"970",2023-01-26,40903,1008,0,1,7,0,18,16.623
"971",2023-01-27,39400,947,0,0,6,0,10,15.702
"972",2023-01-28,37195,807,0,0,5,0,8,15.092
"973",2023-01-29,33943,3623,0,4,9,0.1,15,8.879
"974",2023-01-30,39057,1810,0,3,8,0,19,14.767
"975",2023-01-31,37401,3510,0,3,10,0,21,15.069
"976",2023-02-01,37337,2627,0,5,8,0,28,13.819
"977",2023-02-02,35896,3828,0,6,12,0,20,13.724
"978",2023-02-03,36531,1567,0,7,12,0,16,14.22
"979",2023-02-04,33145,2076,0,6,9,0.1,15,12.023
"980",2023-02-05,36566,1211,0,0,7,0,8,12.762
"981",2023-02-06,39169,1354,0,-1,8,0,6,16.747
"982",2023-02-07,40414,747,0,-1,8,0,3,16.616
"983",2023-02-08,38614,3128,0,-1,7,0,8,14.892
"984",2023-02-09,38924,1297,0,2,7,0,10,14.581
"985",2023-02-10,36251,2926,0,1,9,0,15,13.781
"986",2023-02-11,34069,758,0,4,11,0,7,16.418
"987",2023-02-12,34725,1148,0,4,9,0,7,15.2
"988",2023-02-13,38475,1253,0,4,11,0,10,14.694
"989",2023-02-14,38021,2020,0,2,12,0,8,18.143
"990",2023-02-15,37088,2266,0,3,11,0.1,13,14.324
"991",2023-02-16,36459,2075,0,5,11,1.8,19,11.155
"992",2023-02-17,34752,1472,0,9,13,0,24,10.072
"993",2023-02-18,31536,1960,0,9,13,0.2,21,10.868
"994",2023-02-19,31534,3336,0,7,13,0,19,10.321
"995",2023-02-20,36221,2265,0,8,13,0,22,9.83
"996",2023-02-21,37228,1570,0,7,11,1.5,12,14.545
"997",2023-02-22,37049,1768,0,4,7,3.3,16,13.286
"998",2023-02-23,37884,1935,0,2,7,0.3,13,12.79
"999",2023-02-24,36182,2135,0,3,10,0.6,16,12.885
"1000",2023-02-25,34521,1430,0,1,6,0.2,15,13.767
"1001",2023-02-26,36520,904,0,1,8,0,13,11.828
"1002",2023-02-27,39558,987,0,1,7,0.1,12,15.58
"1003",2023-02-28,38849,1584,0,4,9,0.5,17,12.629
"1004",2023-03-01,39232,1543,0,5,7,0.4,15,12.185
"1005",2023-03-02,39785,886,0,4,8,0.2,10,13.104
"1006",2023-03-03,38382,711,0,2,8,0,9,17.452
"1007",2023-03-04,35689,353,0,1,8,0,7,16.007
"1008",2023-03-05,36281,407,0,1,7,0.9,9,14.946
"1009",2023-03-06,39708,1601,0,3,7,4.9,14,14.15
"1010",2023-03-07,40872,575,0,-1,5,3.6,9,23.818
"1011",2023-03-08,41563,1512,0,0,3,4.4,18,15.485
"1012",2023-03-09,39846,2580,0,0,6,18.7,14,15.777
"1013",2023-03-10,39181,778,0,-1,5,17,19,13.687
"1014",2023-03-11,35551,1972,0,-4,3,0.3,6,13.007
"1015",2023-03-12,32943,2434,0,2,12,5.3,19,11.391
"1016",2023-03-13,35254,3714,0,3,12,7.7,30,10.414
"1017",2023-03-14,39107,1520,0,0,6,5.7,24,17.933
"1018",2023-03-15,38556,2214,0,1,7,4.2,15,13.362
"1019",2023-03-16,35772,2313,0,7,14,4.6,25,12.201
"1020",2023-03-17,34738,916,0,8,12,3.5,17,14.325
"1021",2023-03-18,31739,1330,0,8,11,0.4,11,10.515
"1022",2023-03-19,33568,971,0,7,13,0.1,10,11.814
"1023",2023-03-20,36142,1884,0,6,13,0,15,16.33
"1024",2023-03-21,34521,2754,0,8,12,2.7,21,9.804
"1025",2023-03-22,34088,3195,0,6,13,2,28,8.717
"1026",2023-03-23,35070,2106,0,6,13,1.3,23,8.843
"1027",2023-03-24,33116,2504,0,6,11,6.9,31,2.043
"1028",2023-03-25,32060,1130,0,6,12,0.4,21,6.52
"1029",2023-03-26,32610,1127,0,2,8,5,12,13.236
"1030",2023-03-27,35052,684,51,0,9,0,6,9.054
"1031",2023-03-28,36241,1772,11,4,8,9.2,22,13.094
"1032",2023-03-29,34120,2582,14,8,13,1.1,20,12.518
"1033",2023-03-30,32884,1531,41,9,12,0.9,20,10.929
"1034",2023-03-31,32194,2333,15,8,11,5.5,12,11.181
"1035",2023-04-01,30796,1313,49,6,8,0.9,18,11.371
"1036",2023-04-02,30275,794,157,5,9,0.4,9,13.997
"1037",2023-04-03,32841,1374,206,1,11,0,9,10.7
"1038",2023-04-04,32574,1497,153,-1,13,0,6,10.089
"1039",2023-04-05,35076,891,23,4,10,4.6,12,10.117
"1040",2023-04-06,31151,1837,264,5,11,6,17,9.231
"1041",2023-04-07,29176,531,302,3,14,0,7,8.677
"1042",2023-04-08,27784,961,186,3,13,0,4,11.058
"1043",2023-04-09,26695,2546,70,5,14,0,17,6.081
"1044",2023-04-10,27153,3028,314,6,13,6.4,23,-0.934
"1045",2023-04-11,31699,4226,52,4,10,6.9,24,7.632
"1046",2023-04-12,33661,2573,170,3,7,4.8,28,10.314
"1047",2023-04-13,31807,1396,418,4,12,1.3,21,10.19
"1048",2023-04-14,33292,624,167,4,12,8.9,9,10.113
"1049",2023-04-15,29310,691,287,4,13,1.5,8,9.79
"1050",2023-04-16,30139,547,213,7,9,0.6,9,11.475
"1051",2023-04-17,32378,886,356,6,14,0.1,10,14.234
"1052",2023-04-18,31538,2159,376,5,14,0,19,10.584
"1053",2023-04-19,29852,2325,642,5,14,0.3,23,8.974
"1054",2023-04-20,30805,2224,479,3,13,0,20,9.97
"1055",2023-04-21,30732,1680,460,6,11,8.7,18,10.767
"1056",2023-04-22,28845,840,321,4,10,1.4,8,9.531
"1057",2023-04-23,29065,2226,355,5,13,8.1,8,10.861
"1058",2023-04-24,33711,1551,338,3,9,0.3,12,9.44
"1059",2023-04-25,32808,508,652,0,9,0,8,8.663
"1060",2023-04-26,33115,544,441,4,11,0.9,8,8.894
"1061",2023-04-27,33172,2092,142,6,10,8,13,10.064
"1062",2023-04-28,30748,735,560,9,16,3.9,13,12.574
"1063",2023-04-29,27566,672,555,8,17,0.7,5,10.192
"1064",2023-04-30,27115,859,561,10,14,2.7,11,9.129
"1065",2023-05-01,27954,1195,799,9,17,1.1,12,9.058
"1066",2023-05-02,30548,809,690,7,14,0.4,8,9.642
"1067",2023-05-03,29221,1985,852,6,14,0,15,7.526
"1068",2023-05-04,29462,2905,533,5,17,2,18,6.325
"1069",2023-05-05,28811,938,683,9,16,5,11,8.928
"1070",2023-05-06,27383,852,471,9,14,5.4,12,9.456
"1071",2023-05-07,25564,999,928,9,16,0.3,12,7.793
"1072",2023-05-08,28411,1173,183,10,14,12.3,15,9.712
"1073",2023-05-09,30439,807,734,9,17,7.7,11,9.09
"1074",2023-05-10,30127,1041,766,7,15,5.3,14,8.374
"1075",2023-05-11,30016,643,885,8,15,5.1,8,9.377
"1076",2023-05-12,28517,1524,492,8,14,0,20,8.697
"1077",2023-05-13,26046,810,985,7,17,0,12,10.768
"1078",2023-05-14,26096,1427,612,7,18,0.6,8,9.118
"1079",2023-05-15,28881,1564,1219,6,13,0.1,19,7.937
"1080",2023-05-16,29975,1180,1238,5,15,0,15,6.488
"1081",2023-05-17,29516,885,906,7,15,0,11,6.505
"1082",2023-05-18,29549,755,793,10,18,0,7,6.796
"1083",2023-05-19,28135,867,1025,10,17,2,10,8.47
"1084",2023-05-20,24370,962,1337,6,17,0,13,5.492
"1085",2023-05-21,25430,827,1244,6,19,0,14,7.369
"1086",2023-05-22,27619,1721,1200,7,21,0,15,8.001
"1087",2023-05-23,28042,1181,1185,9,18,0.1,9,6.501
"1088",2023-05-24,28093,1233,1445,9,18,0,16,5.673
"1089",2023-05-25,27902,989,1360,9,19,0,9,7.214
"1090",2023-05-26,26256,780,1452,9,18,0,9,6.08
"1091",2023-05-27,23596,1312,1500,7,21,0,5,3.871
"1092",2023-05-28,23056,1344,1208,9,17,0.3,15,3.669
"1093",2023-05-29,24568,1332,1609,5,17,0,16,2.65
"1094",2023-05-30,27253,1361,1190,6,18,0,16,8.714
"1095",2023-05-31,27287,1460,1051,8,18,0.1,18,7.497
"1096",2023-06-01,27105,1686,1041,7,19,0,15,7.185
"1097",2023-06-02,24944,1127,1600,7,19,0,14,5.132
"1098",2023-06-03,23282,988,1611,6,19,0,15,6.655
"1099",2023-06-04,24557,958,1590,6,20,0,12,7.462
"1100",2023-06-05,27313,1172,1268,7,19,0,13,7.822
"1101",2023-06-06,28233,1102,979,8,17,0,14,10.362
"1102",2023-06-07,27282,1368,1558,7,19,0,14,6.705
"1103",2023-06-08,26172,2004,1585,6,20,0,18,6.674
"1104",2023-06-09,25476,1796,1579,8,21,0,21,8.135
"1105",2023-06-10,24334,1506,1043,10,26,2.2,16,9.269
"1106",2023-06-11,25856,593,816,13,25,4.1,5,13.156
"1107",2023-06-12,28850,755,945,16,26,3.7,11,13.62
"1108",2023-06-13,27282,1215,1551,13,26,0,15,9.451
"1109",2023-06-14,27448,1262,1604,11,23,0,14,9.776
"1110",2023-06-15,27470,870,1618,11,23,0,12,10.7
"1111",2023-06-16,27183,649,1246,14,24,0,8,9.525
"1112",2023-06-17,24345,671,1289,14,20,1.2,9,9.435
"1113",2023-06-18,26103,1056,436,13,23,15,10,9.53
"1114",2023-06-19,27038,1480,1598,12,23,0.7,13,8.448
"1115",2023-06-20,28146,719,1363,14,20,20.7,6,10.153
"1116",2023-06-21,28159,950,1571,12,22,0.7,10,9.325
"1117",2023-06-22,28895,600,1399,14,23,0.5,6,9.893
"1118",2023-06-23,26634,1627,1030,14,21,0,11,9.099
"1119",2023-06-24,24348,1249,1529,16,25,0.6,13,10.313
"1120",2023-06-25,24195,2122,1536,14,25,0.8,17,10.707
"1121",2023-06-26,26084,1696,1430,11,20,0,15,8.5
"1122",2023-06-27,28187,1826,411,12,19,2.1,13,8.475
"1123",2023-06-28,28413,988,667,15,20,1.4,12,10.961
"1124",2023-06-29,26314,1296,1680,12,20,0.4,14,8.359
"1125",2023-06-30,26876,1959,343,10,17,0.6,17,6.712
"1126",2023-07-01,21329,3511,1543,13,20,0,22,0.088
"1127",2023-07-02,22377,3178,1445,10,18,0,19,-0.49
"1128",2023-07-03,25723,3216,1288,9,17,3.3,20,2.351
"1129",2023-07-04,28359,884,601,9,17,3.3,17,8.69
"1130",2023-07-05,27178,1518,1293,10,19,0.6,14,7.061
"1131",2023-07-06,25906,2392,1308,10,21,0.3,16,8.822
"1132",2023-07-07,25997,1481,1657,12,26,0,16,5.706
"1133",2023-07-08,25694,706,893,16,24,7.4,14,9.969
"1134",2023-07-09,24222,1052,1497,14,21,1.3,13,9.917
"1135",2023-07-10,26841,2208,607,12,21,4.2,16,9.051
"1136",2023-07-11,26436,1792,1225,13,20,8.8,17,8.931
"1137",2023-07-12,26071,2008,1227,11,21,3,19,8.979
"1138",2023-07-13,27545,1064,1140,11,21,0.8,14,6.306
"1139",2023-07-14,25865,3826,389,12,17,15.7,18,7.398
"1140",2023-07-15,22639,3392,1014,13,18,7.7,27,3.749
"1141",2023-07-16,23017,2826,1252,12,19,2.1,23,2.604
"1142",2023-07-17,26925,1516,1265,11,19,1.1,13,4.606
"1143",2023-07-18,27852,728,679,12,18,2.6,9,8.394
"1144",2023-07-19,27363,932,1498,13,20,1.2,13,8.822
"1145",2023-07-20,27405,795,898,10,19,1.1,11,9.335
"1146",2023-07-21,26340,917,1158,10,19,0.8,11,7.971
"1147",2023-07-22,24707,1967,320,12,16,18.8,17,7.207
"1148",2023-07-23,24837,1802,916,14,20,3.8,14,1.554
"1149",2023-07-24,27620,926,926,11,17,10.8,14,10.98
"1150",2023-07-25,26864,856,1187,11,17,0.7,10,8.518
"1151",2023-07-26,28217,1914,198,10,20,11.3,13,8.568
"1152",2023-07-27,28034,943,897,15,22,3.3,15,8.744
"1153",2023-07-28,25657,1539,753,15,22,0.3,14,8.201
"1154",2023-07-29,21562,2748,1316,13,20,0.2,20,6.138
"1155",2023-07-30,24615,2086,376,13,18,5,22,5.459
"1156",2023-07-31,27221,1975,751,13,19,1.5,19,6.773
"1157",2023-08-01,27368,819,587,12,18,0.3,14,6.61
"1158",2023-08-02,27105,2306,737,13,18,12.5,15,6.814
"1159",2023-08-03,26718,1849,777,11,20,1.1,15,9.4
"1160",2023-08-04,25727,558,720,13,17,0.3,15,7.926
"1161",2023-08-05,24145,1821,583,11,12,16.5,16,6.306
"1162",2023-08-06,25206,938,978,10,18,1.4,16,7.773
"1163",2023-08-07,26761,1305,1028,11,19,0,13,6.029
"1164",2023-08-08,27577,1467,578,11,17,0.9,9,6.379
"1165",2023-08-09,28431,505,936,10,23,0,8,7.481
"1166",2023-08-10,27481,1151,767,16,26,0,12,9.636
"1167",2023-08-11,25220,2244,906,17,23,0,17,6.546
"1168",2023-08-12,23257,2626,609,14,20,0.9,22,7.303
"1169",2023-08-13,24983,1417,506,14,20,0.3,17,7.615
"1170",2023-08-14,27173,1419,680,13,19,13.1,18,9.442
"1171",2023-08-15,28069,561,805,12,21,0.8,9,9.457
"1172",2023-08-16,28668,622,787,12,22,0,6,8.132
"1173",2023-08-17,27833,2344,557,15,22,0.3,16,6.976
"1174",2023-08-18,26657,3229,226,14,19,6.9,18,6.258
"1175",2023-08-19,23094,2657,524,16,22,2,22,4.155
"1176",2023-08-20,24454,1395,726,14,23,0.2,15,8.281
"1177",2023-08-21,27087,2620,440,13,22,0.6,15,9.899
"1178",2023-08-22,27839,1305,515,15,21,0.3,17,9.16
"1179",2023-08-23,28528,655,312,14,22,0.1,9,9.516
"1180",2023-08-24,28295,841,461,13,20,0.4,10,9.648
"1181",2023-08-25,26532,797,390,11,18,2.5,11,8.297
"1182",2023-08-26,24958,578,425,11,16,4.5,10,6.989
"1183",2023-08-27,24959,818,305,10,17,0.7,15,6.972
"1184",2023-08-28,26534,687,185,12,19,0.1,14,9.842
"1185",2023-08-29,28330,1526,253,11,20,0.3,10,8.461
"1186",2023-08-30,28864,611,336,10,18,0,14,8.21
"1187",2023-08-31,29503,834,95,11,15,7,8,8.015
"1188",2023-09-01,27905,518,231,12,18,0.4,4,10.151
"1189",2023-09-02,25493,682,264,12,22,0,6,8.24
"1190",2023-09-03,26265,880,259,15,24,0,6,6.65
"1191",2023-09-04,30309,889,193,16,27,0,8,8.058
"1192",2023-09-05,30591,1253,183,16,27,0,15,8.458
"1193",2023-09-06,31348,497,162,16,29,0,5,8.556
"1194",2023-09-07,31486,590,109,19,28,0,8,8.683
"1195",2023-09-08,29361,351,79,18,29,0.5,5,10.593
"1196",2023-09-09,27622,469,72,19,30,1.3,4,10.105
"1197",2023-09-10,28436,589,53,20,29,0.8,8,9.423
"1198",2023-09-11,31008,689,37,16,21,3.8,12,9.045
"1199",2023-09-12,30595,1175,20,14,18,3.6,11,8.92
"1200",2023-09-13,30219,1555,19,10,18,0,11,7.784
"1201",2023-09-14,30302,689,6,14,15,0,9,8.179
"1202",2023-09-15,29897,704,5,12,23,0,7,9.6
"1203",2023-09-16,26852,1519,1,13,19,0.3,15,8.517
"1204",2023-09-17,28368,1531,0,14,21,9.2,19,9.426
"1205",2023-09-18,29380,2967,0,12,17,3.4,19,6.997
"1206",2023-09-19,29628,3722,0,11,17,1.9,28,5.345
"1207",2023-09-20,30395,2937,0,12,16,8.5,26,7.111
"1208",2023-09-21,31687,1164,0,10,16,0.8,13,6.137
"1209",2023-09-22,29635,1950,0,8,15,1,13,7.886
"1210",2023-09-23,27573,1552,0,10,15,0,15,7.754
"1211",2023-09-24,25575,4596,0,12,19,4.6,27,0.21
"1212",2023-09-25,31398,1892,37,13,19,0.1,18,2.572
"1213",2023-09-26,31293,1823,25,12,20,0.8,17,9.219
"1214",2023-09-27,29846,4725,0,12,18,0.6,23,9.548
"1215",2023-09-28,31060,2598,0,12,17,3,20,10.318
"1216",2023-09-29,29983,2070,0,11,18,1.4,12,7.767
"1217",2023-09-30,27669,2443,0,11,15,1.6,12,10.345
"1218",2023-10-01,29717,892,20,14,18,1.1,17,8.158
"1219",2023-10-02,32622,934,0,13,19,8.4,6,8.014
"1220",2023-10-03,31000,2660,0,10,15,0.6,17,3.563
"1221",2023-10-04,31843,2319,22,10,17,0.1,18,6.813
"1222",2023-10-05,31338,3358,0,11,16,0.3,17,4.985
"1223",2023-10-06,30382,2022,0,13,20,0.8,21,1.896
"1224",2023-10-07,27980,1497,0,14,21,0,16,5.669
"1225",2023-10-08,28914,1221,0,13,19,0,10,7.711
"1226",2023-10-09,32939,730,0,14,21,0,8,8.964
"1227",2023-10-10,30453,3345,0,15,22,0,16,10.077
"1228",2023-10-11,33238,1481,0,9,18,3.9,16,8.788
"1229",2023-10-12,33538,1129,0,9,13,3.5,7,11.425
"1230",2023-10-13,30371,3331,0,8,16,22.8,19,8.525
"1231",2023-10-14,29729,2034,0,6,11,0.4,17,3.21
"1232",2023-10-15,32421,613,0,4,9,0,8,7.204
"1233",2023-10-16,35915,976,0,5,10,0,8,11.82
"1234",2023-10-17,34253,2954,0,7,14,0,19,8.586
"1235",2023-10-18,32855,4141,0,10,14,16.7,22,10.87
"1236",2023-10-19,32872,2309,0,13,15,3.4,19,9.506
"1237",2023-10-20,31869,3634,0,9,14,27.5,26,9.997
"1238",2023-10-21,30652,1480,0,8,9,3.6,12,11.591
"1239",2023-10-22,31557,490,0,7,12,0.1,10,14.251
"1240",2023-10-23,34571,1805,0,8,13,6.1,17,13.596
"1241",2023-10-24,35841,660,0,9,11,1.6,4,13.766
"1242",2023-10-25,35514,1032,0,8,11,3.1,8,12.289
"1243",2023-10-26,34916,1598,0,8,11,2.4,7,10.863
"1244",2023-10-27,33198,1704,0,8,13,0.8,8,11.836
"1245",2023-10-28,29963,2596,0,8,13,18.3,15,12.463
"1246",2023-10-29,32894,2559,0,9,12,3.4,21,8.777
"1247",2023-10-30,35591,1411,0,9,13,0.7,18,9.916
"1248",2023-10-31,35871,1336,0,8,12,3.8,9,9.84
"1249",2023-11-01,35155,2701,0,7,13,5,23,7.63
"1250",2023-11-02,34677,3581,0,7,10,29,24,7.825
"1251",2023-11-03,35085,1379,0,8,11,2.1,19,8.564
"1252",2023-11-04,31954,1036,0,7,11,10.5,16,9.825
"1253",2023-11-05,32661,1180,0,7,11,0.4,18,9.513
"1254",2023-11-06,36976,1721,0,6,11,0.5,17,6.994
"1255",2023-11-07,37881,1282,0,6,11,0.8,16,10.135
"1256",2023-11-08,37440,1897,0,7,11,2.7,21,9.792
"1257",2023-11-09,37612,1430,0,6,8,9.6,21,8.425
"1258",2023-11-10,36890,1552,0,5,8,1.4,14,6.77
"1259",2023-11-11,34679,722,0,4,9,0,9,7.883
"1260",2023-11-12,34671,1918,0,4,7,9,11,9.715
"1261",2023-11-13,34555,4174,0,8,13,9.3,28,7.994
"1262",2023-11-14,36429,2067,0,10,12,0.3,25,8.11
"1263",2023-11-15,37489,768,0,6,10,0.2,19,10.513
"1264",2023-11-16,38661,748,0,5,7,1.3,8,11.81
"1265",2023-11-17,36332,969,0,5,8,3.2,11,9.607
"1266",2023-11-18,30314,3235,0,6,13,6.5,22,8.854
"1267",2023-11-19,32015,2778,0,9,12,1.2,27,6.974
"1268",2023-11-20,35763,2629,0,8,10,3.2,14,9.563
"1269",2023-11-21,38159,1116,0,8,10,0.2,10,9.339
"1270",2023-11-22,35766,3313,0,6,11,0,12,8.833
"1271",2023-11-23,34508,3969,0,9,13,0.3,23,5.545
"1272",2023-11-24,36262,1826,0,3,10,0.4,20,7.908
"1273",2023-11-25,36842,564,0,1,5,0,9,8.822
"1274",2023-11-26,37052,819,0,2,8,4.1,11,9.444
"1275",2023-11-27,38929,2316,0,4,7,4.2,15,9.65
"1276",2023-11-28,41083,1003,0,2,5,0.1,9,11.19
"1277",2023-11-29,41867,756,0,0,4,0.5,7,10.528
"1278",2023-11-30,42189,1054,0,-1,4,0,13,13.572
"1279",2023-12-01,41757,328,0,0,3,0,8,12.057
"1280",2023-12-02,39220,788,0,0,2,0,6,15.191
"1281",2023-12-03,39269,790,0,0,2,16.7,8,10.019
"1282",2023-12-04,41106,2347,0,3,5,24.9,18,9.966
"1283",2023-12-05,42805,637,0,3,4,2.6,15,9.978
"1284",2023-12-06,40836,2600,0,1,4,2.4,11,11.729
"1285",2023-12-07,40251,3554,0,4,8,10.6,26,10.28
"1286",2023-12-08,37169,2645,0,7,9,0.7,23,8.876
"1287",2023-12-09,33328,4110,0,6,11,12.2,28,5.039
"1288",2023-12-10,34881,2707,0,5,9,2.6,19,8.61
"1289",2023-12-11,40046,951,0,7,10,0.2,19,8.15
"1290",2023-12-12,39151,1367,0,5,9,2.4,9,8.159
"1291",2023-12-13,40300,1378,0,2,7,1,17,7.863
"1292",2023-12-14,39530,1525,0,3,8,0.3,10,8.679
"1293",2023-12-15,36012,2702,0,4,8,0,12,7.302
"1294",2023-12-16,32491,3259,0,7,11,0,17,5.839
"1295",2023-12-17,32972,3497,0,7,11,0,23,6.754
"1296",2023-12-18,35853,2865,0,8,12,1,20,6.515
"1297",2023-12-19,36760,3488,0,5,11,12.1,12,6.316
"1298",2023-12-20,34793,4395,0,5,10,0.6,24,3.101
"1299",2023-12-21,33860,4918,0,10,12,1.1,36,4.413
"1300",2023-12-22,32169,3673,0,8,10,2.8,28,5.238
"1301",2023-12-23,29889,4404,0,8,11,1.1,28,3.669
"1302",2023-12-24,27531,5135,0,11,12,1.9,30,0.616
"1303",2023-12-25,22925,3575,0,7,11,4.1,22,3.549
"1304",2023-12-26,29636,636,0,5,7,3.8,16,5.256
"1305",2023-12-27,30413,4571,0,5,11,8.7,30,4.108
"1306",2023-12-28,30857,4687,0,7,10,2.9,36,1.769
"1307",2023-12-29,33199,2543,0,5,7,0.7,30,6.597
"1308",2023-12-30,31767,3453,0,4,10,9,22,5.367
"1309",2023-12-31,30820,2581,0,5,8,8,21,3.202
"1310",2024-01-01,31674,2338,0,4,10,4.7,22,6.22
"1311",2024-01-02,35256,2412,0,8,12,11.9,26,3.971
"1312",2024-01-03,37641,1961,0,8,9,5.5,25,7.816
"1313",2024-01-04,39368,804,0,4,7,0.7,12,7.209
"1314",2024-01-05,38048,1103,0,4,7,0.9,11,7.84
"1315",2024-01-06,36264,927,0,2,6,0,10,7.978
"1316",2024-01-07,38676,737,0,0,3,0.1,11,8.938
"1317",2024-01-08,42138,1912,0,0,3,0,12,8.093
"1318",2024-01-09,42441,2119,0,-1,3,0,21,6.529
"1319",2024-01-10,41723,1798,0,0,4,0,14,8.968
"1320",2024-01-11,40622,1333,0,0,5,0,13,9.258
"1321",2024-01-12,40126,964,0,1,5,0,10,10.677
"1322",2024-01-13,37457,1083,0,1,6,0,11,8.657
"1323",2024-01-14,37587,2104,0,1,5,0.6,11,8.869
"1324",2024-01-15,44055,1399,0,-1,1,0,13,8.361
"1325",2024-01-16,42831,1975,0,-1,2,0,11,8.63
"1326",2024-01-17,44218,1361,0,-2,1,0.8,9,7.464
"1327",2024-01-18,44456,1790,0,-2,2,0,12,8.741
"1328",2024-01-19,40689,2849,0,-2,3,0,13,7.511
"1329",2024-01-20,35097,4713,0,1,5,1.4,26,7.974
"1330",2024-01-21,34134,5309,0,4,12,7.9,34,7.903
"1331",2024-01-22,37387,5013,0,6,12,0.2,35,7.09
"1332",2024-01-23,36661,5501,0,4,12,2.5,26,5.314
"1333",2024-01-24,38893,1858,0,6,11,0.1,26,4.715
