"","date","national_demand","wind_generation","solar_generation","min_temp","max_temp","rain_mm","wind_speed","average_price_daily"
"1334",2024-01-25,35721,3774,0,5,11,2,19,6.928
"1335",2024-01-26,36464,2844,0,4,12,2.1,23,5.106
"1336",2024-01-27,34533,2927,0,4,7,0,16,4.724
"1337",2024-01-28,33766,3293,0,4,10,0,17,6.446
"1338",2024-01-29,37765,1409,0,7,12,1.7,15,8.616
"1339",2024-01-30,39162,1477,0,3,11,0.5,17,5.758
"1340",2024-01-31,37378,4036,0,2,10,1.3,21,5.799
"1341",2024-02-01,38213,2754,0,3,7,0,12,5.339
"1342",2024-02-02,34033,4086,0,5,12,0,22,5.091
"1343",2024-02-03,32071,3135,0,10,12,0.4,21,3.264
"1344",2024-02-04,31477,4372,0,7,13,0,25,3.114
"1345",2024-02-05,35316,4302,0,8,11,0,25,5.269
"1346",2024-02-06,37028,2203,0,5,11,13.9,27,5.402
"1347",2024-02-07,40442,591,0,2,5,0.1,6,7.054
"1348",2024-02-08,38346,3658,0,0,2,16.7,20,6.781
"1349",2024-02-09,36825,2657,0,6,10,7.8,17,5.349
"1350",2024-02-10,34858,714,0,4,9,0.4,10,7.105
"1351",2024-02-11,34396,1409,0,3,6,1.1,12,6.252
"1352",2024-02-12,36916,3144,0,2,8,0.4,17,6.282
"1353",2024-02-13,38404,1698,0,3,10,1,19,6.306
"1354",2024-02-14,37352,1431,0,10,12,1.7,17,5.544
"1355",2024-02-15,36378,978,0,11,14,4.2,17,5.587
"1356",2024-02-16,35086,679,0,7,11,1.3,15,6.896
"1357",2024-02-17,31579,3009,0,7,11,4.8,14,6.222
"1358",2024-02-18,32831,1657,0,8,13,1,14,5.17
"1359",2024-02-19,37145,1697,0,7,11,2.5,16,4.569
"1360",2024-02-20,35490,2517,0,6,12,0.2,17,4.799
"1361",2024-02-21,36337,2538,0,8,11,11.1,21,5.049
"1362",2024-02-22,38101,2619,0,2,10,7.4,22,7.048
"1363",2024-02-23,37927,778,0,1,5,4,15,5.874
"1364",2024-02-24,35870,247,0,1,7,0.2,6,7.304
"1365",2024-02-25,35195,2302,0,2,8,0.1,16,6.05
"1366",2024-02-26,40490,1263,0,3,7,0.2,22,5.486
"1367",2024-02-27,39155,1771,0,1,7,0.4,11,5.633
"1368",2024-02-28,37191,3421,0,4,9,3.2,15,6.659
"1369",2024-02-29,37958,1489,0,NA,NA,NA,NA,6.373
"1370",2024-03-01,38032,1672,0,2,6,4.4,23,7.977
"1371",2024-03-02,36457,1478,0,0,6,0.2,10,6.275
"1372",2024-03-03,37439,483,0,1,6,0.1,7,5.941
"1373",2024-03-04,37881,3273,0,2,9,1.6,15,6.54
"1374",2024-03-05,39619,712,0,3,10,0.1,14,6.838
"1375",2024-03-06,38636,1531,0,3,10,0,9,6.975
"1376",2024-03-07,38160,2686,0,3,9,1,16,6.989
"1377",2024-03-08,35657,3645,0,3,8,0,21,7.402
"1378",2024-03-09,33161,3175,0,4,9,0.5,22,6.961
"1379",2024-03-10,34181,2132,0,5,10,4.1,17,6.199
"1380",2024-03-11,39322,631,0,5,8,0.1,10,8.332
"1381",2024-03-12,37266,2403,0,5,10,4.3,14,6.69
"1382",2024-03-13,35578,2979,0,9,13,0.2,24,6.195
"1383",2024-03-14,35727,2638,0,9,11,1.5,23,7.517
"1384",2024-03-15,34554,2014,0,7,11,1.5,24,3.974
"1385",2024-03-16,32697,2702,0,5,11,3.3,13,6.704
"1386",2024-03-17,33050,1409,0,7,14,10.9,15,7.167
"1387",2024-03-18,34781,3006,0,6,13,0.1,16,6.129
"1388",2024-03-19,36236,391,0,9,14,1.6,15,6.635
"1389",2024-03-20,35400,536,0,8,11,9.1,9,8.246
"1390",2024-03-21,33609,3352,0,6,13,0,14,6.167
"1391",2024-03-22,32768,3398,0,4,10,2.3,15,4.001
"1392",2024-03-23,30911,4064,0,3,7,2.7,26,0.37
"1393",2024-03-24,34061,397,0,5,9,0.2,20,3.882
"1394",2024-03-25,36689,1755,0,4,8,4.4,17,7.028
"1395",2024-03-26,36621,1807,0,5,8,4.2,9,6.846
"1396",2024-03-27,36566,1958,0,4,7,4.8,20,6.196
"1397",2024-03-28,34564,3508,0,3,8,4.3,29,7.263
"1398",2024-03-29,31333,1752,0,4,11,4.2,21,8.397
"1399",2024-03-30,30807,808,0,4,12,0.1,9,7.225
"1400",2024-03-31,28138,2062,0,5,13,3.6,18,6.367
"1401",2024-04-01,30007,1431,96,6,12,5.9,10,6.797
"1402",2024-04-02,34136,1298,27,5,13,2.9,11,6.124
"1403",2024-04-03,32849,2750,101,7,12,2.2,18,6.461
"1404",2024-04-04,33245,1746,31,7,14,6.2,14,5.267
"1405",2024-04-05,29611,3145,80,10,15,4.7,26,3.408
"1406",2024-04-06,25920,5033,163,9,16,1.5,29,2.484
"1407",2024-04-07,26645,4322,217,7,13,3,29,1.03
"1408",2024-04-08,32289,1471,55,8,14,2.6,18,5.269
"1409",2024-04-09,31081,4318,437,5,8,11.8,27,1.943
"1410",2024-04-10,31755,4211,62,4,11,2,20,4.799
"1411",2024-04-11,30856,2457,163,11,17,0.1,17,4.731
"1412",2024-04-12,27654,3032,361,10,16,0,21,1.581
"1413",2024-04-13,25146,3936,506,7,16,0.3,21,-0.112
"1414",2024-04-14,26987,3088,447,5,11,0.2,18,0.71
"1415",2024-04-15,30435,4641,574,5,9,5.5,33,1.725
"1416",2024-04-16,31890,2266,569,5,11,0.7,23,5.079
"1417",2024-04-17,32156,1322,578,2,9,2.7,18,7.684
"1418",2024-04-18,31122,3410,213,1,11,0.4,11,5.611
"1419",2024-04-19,30207,1974,639,4,12,1,22,4.394
"1420",2024-04-20,28958,710,695,4,11,0,11,6.927
"1421",2024-04-21,29745,639,712,4,11,0,12,4.611
"1422",2024-04-22,33762,859,257,4,7,4.7,4,7.507
"1423",2024-04-23,32561,1433,637,3,9,0.1,15,6.862
"1424",2024-04-24,32488,985,787,4,10,0.2,11,7.538
"1425",2024-04-25,33963,720,342,2,10,0.2,11,6.91
"1426",2024-04-26,30925,592,479,1,10,0.1,10,6.902
"1427",2024-04-27,29807,1294,373,3,10,0.3,15,8.109
"1428",2024-04-28,28825,1797,991,4,11,15.2,17,5.523
"1429",2024-04-29,29539,3801,477,5,13,1.4,24,5.818
"1430",2024-04-30,29980,1943,513,8,16,0.4,20,5.443
"1431",2024-05-01,30715,872,446,8,16,1.4,11,7.527
"1432",2024-05-02,30158,2155,504,10,16,1.2,18,6.036
"1433",2024-05-03,30211,1393,411,8,10,21,12,7.323
"1434",2024-05-04,26326,509,1008,8,16,0.9,13,7.736
"1435",2024-05-05,26768,404,655,7,16,0.9,5,7.284
"1436",2024-05-06,28566,674,556,8,16,3.2,6,7.416
"1437",2024-05-07,29197,511,1034,9,16,2.9,7,6.541
"1438",2024-05-08,28691,896,1001,9,19,2.5,8,6.464
"1439",2024-05-09,28658,356,1242,10,20,0,4,6.63
"1440",2024-05-10,27162,694,1266,12,20,1.3,7,6.677
"1441",2024-05-11,24061,1220,1133,11,21,0.4,11,4.713
"1442",2024-05-12,25669,1273,1027,11,21,3.4,12,3.321
"1443",2024-05-13,28313,1826,557,11,18,3.7,16,9.171
"1444",2024-05-14,28377,1300,755,11,16,11.8,15,7.689
"1445",2024-05-15,28736,741,1112,11,17,1.8,12,7.908
"1446",2024-05-16,29570,1049,578,9,15,7.9,8,7.552
"1447",2024-05-17,27828,439,1286,11,17,3.6,6,6.49
"1448",2024-05-18,25083,657,1158,11,17,2,11,7.469
"1449",2024-05-19,25044,909,1485,8,20,0,12,7.504
"1450",2024-05-20,27613,924,1496,7,15,0.1,11,8.172
"1451",2024-05-21,30305,492,604,7,14,14.6,8,8.5
"1452",2024-05-22,28401,2887,632,11,17,1.8,11,6.998
"1453",2024-05-23,29008,1838,669,9,10,1.5,21,8.261
"1454",2024-05-24,28201,439,1297,9,14,1.1,8,9.861
"1455",2024-05-25,24855,1017,1129,7,18,0.8,9,6.546
"1456",2024-05-26,24231,1432,1151,9,15,8.9,12,7.497
"1457",2024-05-27,25208,981,1549,8,14,2.5,15,5.719
"1458",2024-05-28,28390,1899,602,7,15,2,15,8.392
"1459",2024-05-29,27854,1573,1087,9,16,1.7,15,6.388
"1460",2024-05-30,26706,2902,817,9,16,4.5,18,7.096
"1461",2024-05-31,26462,1716,1061,9,14,0.3,17,8.354
